1.597404479980468750e-05,-1.851914244482533167e-02,1.135060787200927734e+00,1.292493343353271484e+00,4.714695215225219727e+00
6.105232238769531250e-02,-1.865237368543558316e-02,1.128811240196228027e+00,1.287384033203125000e+00,4.709765911102294922e+00
1.216566562652587891e-01,-2.038437981336888721e-02,1.125316023826599121e+00,1.297243833541870117e+00,4.710828661918640137e+00
1.821951866149902344e-01,-1.918529864787659953e-02,1.121484041213989258e+00,1.293703913688659668e+00,4.718950986862182617e+00
2.428655624389648438e-01,-1.865237368543558316e-02,1.121201515197753906e+00,1.327844858169555664e+00,4.722471237182617188e+00
3.034098148345947266e-01,-2.131699849764066845e-02,1.121649146080017090e+00,1.327409744262695312e+00,4.724157452583312988e+00
3.640048503875732422e-01,-1.838591120421507324e-02,1.122186779975891113e+00,1.287627816200256348e+00,4.726648330688476562e+00
4.245448112487792969e-01,-1.945176112909710944e-02,1.121799945831298828e+00,1.282563805580139160e+00,4.734695553779602051e+00
4.855444431304931641e-01,-1.865237368543558316e-02,1.121837496757507324e+00,1.327508687973022461e+00,4.733018875122070312e+00
5.471024513244628906e-01,-1.971822361031761936e-02,1.122193336486816406e+00,1.291165351867675781e+00,4.688025712966918945e+00
6.087160110473632812e-01,-1.998468609153812234e-02,1.121667623519897461e+00,1.327709555625915527e+00,4.725612998008728027e+00
6.704354286193847656e-01,-1.958499236970736093e-02,1.122471690177917480e+00,1.273474693298339844e+00,4.730374217033386230e+00
7.320625782012939453e-01,-1.878560492604583465e-02,1.121186614036560059e+00,1.282883882522583008e+00,4.730728268623352051e+00
7.937507629394531250e-01,-1.998468609153812234e-02,1.120890974998474121e+00,1.281692385673522949e+00,4.725179672241210938e+00
8.553717136383056641e-01,-1.785298624177405688e-02,1.122424602508544922e+00,1.273615956306457520e+00,4.724676609039306641e+00
9.185738563537597656e-01,-1.718683003872278556e-02,1.122087240219116211e+00,1.262094974517822266e+00,4.724293947219848633e+00
9.807510375976562500e-01,-1.785298624177405688e-02,1.120333075523376465e+00,1.265079379081726074e+00,4.717356562614440918e+00
1.042312383651733398e+00,-1.878560492604583465e-02,1.119804382324218750e+00,1.268386244773864746e+00,4.712135195732116699e+00
1.103405475616455078e+00,-2.011791733214838077e-02,1.120091676712036133e+00,1.267854571342468262e+00,4.713939428329467773e+00
1.163959980010986328e+00,-1.865237368543558316e-02,1.119473576545715332e+00,1.273890137672424316e+00,4.722908139228820801e+00
1.224510192871093750e+00,-2.051761105397914217e-02,1.119271516799926758e+00,1.280061602592468262e+00,4.720950126647949219e+00
1.285233497619628906e+00,-1.878560492604583465e-02,1.119825243949890137e+00,1.278768777847290039e+00,4.715840816497802734e+00
1.345740556716918945e+00,-1.745329251994329547e-02,1.119178533554077148e+00,1.277677416801452637e+00,4.719699025154113770e+00
1.406285524368286133e+00,-1.945176112909710944e-02,1.119509339332580566e+00,1.327933669090270996e+00,4.718637466430664062e+00
1.466808795928955078e+00,-2.025114857275863225e-02,1.119617223739624023e+00,1.294325590133666992e+00,4.723560214042663574e+00
1.527365922927856445e+00,-1.985145485092787085e-02,1.119216084480285645e+00,1.300538778305053711e+00,4.718259572982788086e+00
1.587921619415283203e+00,-2.011791733214838077e-02,1.119676828384399414e+00,1.303828358650207520e+00,4.722607135772705078e+00
1.648442745208740234e+00,-2.078407353519964862e-02,1.119686365127563477e+00,1.297820806503295898e+00,4.687764048576354980e+00
1.709031343460083008e+00,-2.091730477580990705e-02,1.119130253791809082e+00,1.295660138130187988e+00,4.727123975753784180e+00
1.769522428512573242e+00,-1.851914244482533167e-02,1.119690537452697754e+00,1.305232644081115723e+00,4.729193449020385742e+00
1.830112457275390625e+00,-2.011791733214838077e-02,1.119364500045776367e+00,1.297475695610046387e+00,4.724691510200500488e+00
1.890685319900512695e+00,-1.678713631689202415e-02,1.119352579116821289e+00,1.295723915100097656e+00,4.720772504806518555e+00
1.951194763183593750e+00,-2.065084229458939713e-02,1.119741201400756836e+00,1.305134892463684082e+00,4.723006486892700195e+00
2.011734008789062500e+00,-1.971822361031761936e-02,1.119108796119689941e+00,1.309801936149597168e+00,4.721887111663818359e+00
2.072225093841552734e+00,-1.865237368543558316e-02,1.119561791419982910e+00,1.318591833114624023e+00,4.713303446769714355e+00
2.132818698883056641e+00,-2.025114857275863225e-02,1.119581460952758789e+00,1.311627626419067383e+00,4.708750844001770020e+00
2.193353414535522461e+00,-2.038437981336888721e-02,1.119305491447448730e+00,1.313199996948242188e+00,4.714851379394531250e+00
2.253942012786865234e+00,-2.091730477580990705e-02,1.120137572288513184e+00,1.301061511039733887e+00,4.714047908782958984e+00
2.314527273178100586e+00,-1.811944872299456680e-02,1.119601130485534668e+00,1.282179355621337891e+00,4.719111323356628418e+00
2.375023365020751953e+00,-1.958499236970736093e-02,1.119285225868225098e+00,1.283348202705383301e+00,4.720413684844970703e+00
2.435458898544311523e+00,-1.758652376055354696e-02,1.119791865348815918e+00,1.262008547782897949e+00,4.726501107215881348e+00
2.496110439300537109e+00,-1.958499236970736093e-02,1.119081974029541016e+00,1.255413889884948730e+00,4.733383059501647949e+00
2.556634664535522461e+00,-1.931852988848685448e-02,1.119239330291748047e+00,1.244339346885681152e+00,4.742732644081115723e+00
2.617234945297241211e+00,-1.825267996360482176e-02,1.119805574417114258e+00,1.239433884620666504e+00,4.747317433357238770e+00
2.677834272384643555e+00,-2.105053601642015854e-02,1.119123697280883789e+00,1.255006790161132812e+00,4.750903844833374023e+00
2.738525152206420898e+00,-2.145022973825091994e-02,1.119625568389892578e+00,1.260078549385070801e+00,4.743846058845520020e+00
2.799164533615112305e+00,-2.131699849764066845e-02,1.119637489318847656e+00,1.264793872833251953e+00,4.742130637168884277e+00
2.859686374664306641e+00,-2.637978564083032565e-02,1.119093894958496094e+00,1.262320876121520996e+00,4.743750691413879395e+00
2.920202970504760742e+00,-2.691271060327133854e-02,1.121194958686828613e+00,1.256145238876342773e+00,4.737423658370971680e+00
2.980782032012939453e+00,-2.864471673120464607e-02,1.124669909477233887e+00,1.256170868873596191e+00,4.739059805870056152e+00
3.041363716125488281e+00,-2.851148549059439111e-02,1.125973463058471680e+00,1.255302429199218750e+00,4.743857383728027344e+00
3.101918697357177734e+00,-3.197549774646099574e-02,1.127374172210693359e+00,1.249121427536010742e+00,4.746363162994384766e+00
3.162393569946289062e+00,-3.610566620537887517e-02,1.126792430877685547e+00,1.210959553718566895e+00,4.746334552764892578e+00
3.222977161407470703e+00,-3.530627876171735929e-02,1.126738190650939941e+00,1.246058344841003418e+00,4.748117327690124512e+00
3.283576726913452148e+00,-3.503981628049684244e-02,1.127412915229797363e+00,1.242453455924987793e+00,4.752699732780456543e+00
3.344121932983398438e+00,-3.730474737087116632e-02,1.126875281333923340e+00,1.241310238838195801e+00,4.755775332450866699e+00
3.404697179794311523e+00,-3.970290970185574170e-02,1.127690076828002930e+00,1.236017942428588867e+00,4.753913283348083496e+00
3.465229034423828125e+00,-4.223430327345056856e-02,1.127750873565673828e+00,1.236382126808166504e+00,4.755713939666748047e+00
3.525782346725463867e+00,-4.316692195772234980e-02,1.126750111579895020e+00,1.225682497024536133e+00,4.771757125854492188e+00
3.586490392684936523e+00,-4.303369071711209831e-02,1.127816438674926758e+00,1.208728551864624023e+00,4.789553284645080566e+00
3.647047042846679688e+00,-3.890352225819421889e-02,1.127581596374511719e+00,1.199430823326110840e+00,4.788780212402343750e+00
3.707608222961425781e+00,-3.050995409974820161e-02,1.127586364746093750e+00,1.196471452713012695e+00,4.794248938560485840e+00
3.768169879913330078e+00,-2.318223586618422399e-02,1.128166913986206055e+00,1.187427639961242676e+00,4.798778295516967773e+00
3.829941034317016602e+00,-1.025880552698957109e-02,1.127116680145263672e+00,1.182413697242736816e+00,4.796553254127502441e+00
3.870778322219848633e+00,1.865237368543558360e-03,1.126496195793151855e+00,1.180193424224853516e+00,4.789030551910400391e+00
3.909920454025268555e+00,1.119142421126134886e-02,1.125184893608093262e+00,1.187865734100341797e+00,4.771219491958618164e+00
3.948995113372802734e+00,2.824502300937388466e-02,1.125047206878662109e+00,1.201355457305908203e+00,4.761706590652465820e+00
3.988168001174926758e+00,3.903675349880447037e-02,1.125148534774780273e+00,1.215946078300476074e+00,4.743843674659729004e+00
4.027253866195678711e+00,5.995405827461437742e-02,1.124485135078430176e+00,1.270157098770141602e+00,4.687273502349853516e+00
4.066355466842651367e+00,7.873966320066021207e-02,1.124767065048217773e+00,1.295272111892700195e+00,4.683445096015930176e+00
4.105490207672119141e+00,9.566003075816248424e-02,1.124895215034484863e+00,1.353563666343688965e+00,4.629052281379699707e+00
4.144590854644775391e+00,1.153782543684801071e-01,1.124268770217895508e+00,1.382657885551452637e+00,4.601585865020751953e+00
4.183756113052368164e+00,1.341638592945259556e-01,1.124758124351501465e+00,1.368687152862548828e+00,4.616739749908447266e+00
4.222878932952880859e+00,1.524165392581307565e-01,1.124700307846069336e+00,1.339325904846191406e+00,4.639657139778137207e+00
4.262008666992187500e+00,1.706692192217355852e-01,1.124379634857177734e+00,1.320235133171081543e+00,4.649437665939331055e+00
4.301169872283935547e+00,1.886554367041198832e-01,1.124926805496215820e+00,1.294530034065246582e+00,4.670380949974060059e+00
4.340270280838012695e+00,2.053093417804016940e-01,1.124645471572875977e+00,1.202068924903869629e+00,4.756763577461242676e+00
4.379355430603027344e+00,2.180995408789860590e-01,1.124341487884521484e+00,1.202346086502075195e+00,4.752284288406372070e+00
4.418437719345092773e+00,2.314226649400114577e-01,1.124847531318664551e+00,1.178007721900939941e+00,4.785723686218261719e+00
